TIPO|PERIODO|TIPO_USUARIO|TIPO_CONTENIDO|CHANNEL_NAME|USUARIOS|HORAS|GRUPO|PROCESSDATE,,,,,,,,,gsgsfsafasf
T1|202203|FULL|LIVE|SONY HD|85406|77435,683333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|SPACE HD|72020|69046,416666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|MOVISTAR EVENTOS|4862|595,100000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|NAT GEO WILD HD|837|269,966666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|NICK HD|4059|2666,883333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|STAR LIFE|6758|4462,800000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|GOLTV HD|92362|29601,333333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|NICK HD|55478|31749,483333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|CARTOON NETWORK HD|4630|4793,250000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|TNT SERIES HD|7646|3721,750000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|GOLTV HD|6746|1966,516666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|ANIMAL PLANET HD|4339|1738,783333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|RPP HD|52366|77591,283333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|DISNEY CHANNEL HD|4133|2334,183333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|PARAMOUNT HD|6528|4830,533333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|SONY HD|6368|6120,333333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|ESPN HD|312603|1385152,950000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|SPACE HD|5247|5000,900000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|HISTORY CHANNEL HD|782|404,116666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|CARTOONITO|4375|4263,733333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|NAT GEO WILD HD|5148|2944,366666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|TLC|4472|2644,166666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|RPP HD|166274|282607,216666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|AMERICA TELEVISION HD|99358|303392,516666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|CINEMAX HD|1194|1529,966666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|DISNEY JUNIOR|3997|3792,550000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|TNT HD|8409|9987,500000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|PANAMERICANA TELEVISION HD|66396|61082,183333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|FX MOVIES DTH|4600|3039,016666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|HOME & HEALTH HD|4248|4773,216666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|DISNEY CHANNEL HD|8855|2795,766666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|MOVISTAR EVENTOS 2|3166|218,466666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|HISTORY 2 HD|36400|17531,983333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|MTV HD|614|165,616666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|GOLPERU HD|368059|1585304,450000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|WILLAX|191730|739964,433333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|WARNER CHANNEL HD|16438|11517,850000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|NAT GEO KIDS|4165|767,833333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|MTV HD|3933|1440,233333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|HISTORY CHANNEL HD|59020|59340,700000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|TELEMUNDO|67230|72772,333333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|E! ENTERTAINMENT|559|210,883333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|CNN ESPAÑOL|9481|4241,433333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|MOVISTAR EVENTOS 2|45179|3078,350000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|NAT GEO WILD HD|11413|3907,916666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|M DEPORTES HD|398566|1007644,350000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|DISCOVERY TURBO|4277|2597,933333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|COMEDY CENTRAL HD|88492|65287,583333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|UNIVERSAL CHANNEL HD|3775|6778,700000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|MOVISTAR EVENTOS|5349|275,050000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|CNN INTERNACIONAL|489|99,000000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|WARNER CHANNEL HD|1281|970,766666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|USMP TV|37461|3123,083333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|DISCOVERY WORLD HD|12|,733333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|FX HD|117790|125005,983333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|STAR CHANNEL|91268|102039,783333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|TELEMUNDO|4863|5558,066666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|LATINA HD|332441|1791791,350000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|M PLUS HD|174731|107741,850000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|DISC.SCIENCE|18|2,716666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|FOX SPORTS 2 HD|15908|3002,850000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|CNN INTERNACIONAL|6518|1103,500000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|WILLAX|142301|545524,600000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|ESPN2 PERU|7496|6908,200000|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|DISCOVERY KIDS HD|589|393,866666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|STUDIO UNIVERSAL HD|4488|3529,900000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|SPACE HD|84005|90746,083333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|UNIVERSAL CHANNEL HD|608|713,283333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|FX MOVIES DTH|4033|2716,833333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|DISC.SCIENCE|1|,833333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|TCM|81251|36059,933333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|NAT GEO HD|53970|28920,283333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|GOLPERU HD|26657|115540,483333|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|MTV HD|54720|16699,833333|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|ESPN 3 HD|8508|5740,316666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|M DEPORTES HD|30073|72170,516666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|DISCOVERY TURBO|684|267,066666|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|INVEST.DISCOVERYHD|12447|7528,450000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|HOME & HEALTH HD|58652|59728,100000|[>0]|,,,,,,,,
T1|202203|FULL|LIVE|UNIVERSAL CHANNEL HD|8519|10237,216666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|FOOD NETWORK|270|337,366666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|CNN INTERNACIONAL|3444|1105,916666|[>0]|,,,,,,,,
T1|202203|LITE|LIVE|E! ENTERTAINMENT|3663|1443,000000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|WARNER CHANNEL HD|92411|108017,183333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|WILLAX|133169|446009,266666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|ATV HD|288266|1996552,000000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|E! ENTERTAINMENT|3696|1473,483333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|FOOD NETWORK|5023|3757,450000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|LIFETIME|3436|1256,516666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|CANAL N HD|207683|491092,233333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|FOX SPORTS 3 HD|6841|2536,016666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|LATINA HD|199356|827810,266666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|TLC|66863|27257,216666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|TNT HD|157149|207928,366666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|UCL|2247|160,433333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|CINECANAL HD|5620|5492,683333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|TLC|4570|1880,216666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|CINEMAX HD|19555|21172,866666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|M PLUS HD|142541|77277,650000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|MOVISTAR EVENTOS|43390|2718,400000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|NAT GEO HD|3420|1611,950000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|INVEST.DISCOVERYHD|5889|4269,783333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|WARNER CHANNEL HD|6111|7154,700000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|CANAL N HD|65629|130119,350000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|HISTORY CHANNEL HD|64968|62825,783333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|HOMEGARDEN|2713|1053,333333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|TCM|5560|1603,500000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|TNT SERIES HD|96590|58374,500000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|CNN ESPAÑOL|59717|16205,250000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|TNT HD|10582|14122,600000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|DISNEY JUNIOR|73411|59629,783333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|UNIVERSAL CHANNEL HD|3486|4717,366666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|CARTOONITO|75747|53164,233333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|A&E HD|14776|8176,866666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|E! ENTERTAINMENT|55344|21434,450000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|CARTOONITO|4896|3479,083333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|COMEDY CENTRAL HD|105563|81554,200000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|STUDIO UNIVERSAL HD|65270|46829,850000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|TOONCAST|48518|13301,950000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|GOLTV HD|5316|1218,983333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|CLOVER|69233|43207,666666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|TCM|82966|23903,033333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|AXN HD|69522|134043,533333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|UNIVERSAL CHANNEL HD|53155|75063,016666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|ESPN HD|347780|1748454,050000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|ESPN 4|146736|103097,766666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|M DEPORTES HD|14052|14084,133333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|CANAL J|70981|14942,000000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|CNN INTERNACIONAL|3515|469,233333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|PANAMERICANA TELEVISION HD|216545|406319,066666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|MTV HD|50458|9532,633333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|SPACE HD|112478|123896,083333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|GOLTV HD|79974|20764,966666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|FOOD NETWORK|302|177,700000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|ESPN 3 HD|124623|86568,533333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|TELEMUNDO|4138|2805,233333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|ATV HD|234012|1502576,350000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|USMP TV|45771|6952,150000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|DISCOVERY TURBO|4925|3341,116666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|CINEMAX HD|1276|1507,300000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|M PLUS HD|88343|52321,766666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|COMEDY CENTRAL HD|7084|5416,766666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|DISNEY JUNIOR|4744|4059,850000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|SONY HD|5504|4769,450000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|NAT GEO HD|51220|24362,483333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|LOLLY KIDS|45839|3394,283333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|DISNEY CHANNEL HD|19566|27955,183333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|MOVISTAR EVENTOS|1003|558,316666|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|GOLPERU HD|326165|1679354,233333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|AXN HD|20996|138099,616666|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|STAR CHANNEL|45204|70478,216666|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|NAT GEO HD|16179|16559,566666|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|INVEST.DISCOVERYHD|15554|45741,516666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|FOOD NETWORK|128|186,283333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|STAR LIFE|40|32,950000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|CARTOON NETWORK HD|22016|42362,400000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|AXN HD|1513|8942,000000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|DISNEY CHANNEL HD|1385|2055,783333|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|CNN INTERNACIONAL|234|308,333333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|CLOVER|24546|29931,050000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|FOX SPORTS 2 HD|2672|3468,450000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|CNN INTERNACIONAL|2652|3172,400000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|SPACE HD|64443|121930,950000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|ATV HD|166872|1117075,450000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|M PLUS HD|46941|59326,200000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|NAT GEO HD|1060|1135,166666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|STUDIO UNIVERSAL HD|1788|2451,800000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|AMERICA TELEVISION HD|235111|2412149,766666|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|CANAL N HD|162001|620393,116666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|CNN ESPAÑOL|606|974,800000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|PANAMERICANA TELEVISION HD|168781|418764,333333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|TOONCAST|10284|9456,733333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|WILLAX|116403|364321,566666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|TELEMUNDO|1418|3002,050000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|SONY HD|38123|56197,533333|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|STAR CHANNEL|3178|5018,583333|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|PANAMERICANA TELEVISION HD|122476|312495,466666|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|PARAMOUNT HD|35030|46418,933333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|TELEMUNDO|20643|41612,033333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|LIFETIME|10019|15072,633333|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|LOLLY KIDS|142|51,633333|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|CARTOON NETWORK HD|1522|3069,200000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|LATINA HD|254488|1228047,400000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|ESPN 3 HD|59912|70372,383333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|FOX SPORTS 2 HD|38887|47551,666666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|DISCOVERY KIDS HD|1097|2873,166666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|LIFETIME|729|997,833333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|DISNEY JUNIOR|16637|37945,166666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|RPP HD|25123|40652,983333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|HOME & HEALTH HD|18667|42753,750000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|WARNER CHANNEL HD|49651|90858,900000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|COMEDY CENTRAL HD|30130|53522,133333|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|GOLTV HD|1098|881,000000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|HISTORY 2 HD|17164|19026,816666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|FX MOVIES DTH|9|5,866666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|GOLPERU HD|22080|113992,100000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|A&E HD|506|571,333333|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|TLC|11774|20945,700000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|ESPN HD|18195|87058,350000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|CINEMAX HD|9522|14363,866666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|NAT GEO WILD HD|4|3,166666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|UCL|83|35,966666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|CINECANAL HD|2705|4184,750000|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|MTV HD|529|745,300000|[>5]|,,,,,,,,
T1|202204|FULL|LIVE|UNIVERSAL CHANNEL HD|18093|60453,983333|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|PARAMOUNT HD|2415|3365,316666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|COMEDY CENTRAL HD|2177|3943,833333|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|M DEPORTES HD|8412|17348,016666|[>5]|,,,,,,,,
T1|202204|LITE|LIVE|SPACE HD|8270|9230,866666|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|M PLUS HD|147995|73868,200000|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|M PLUS HD|103717|53735,416666|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|ANIMAL PLANET HD|4924|1609,966666|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|NICK HD|3993|1733,500000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|DISCOVERY WORLD HD|41|19,900000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|PANAMERICANA TELEVISION HD|244681|452121,216666|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|LATINA HD|341351|1277070,450000|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|FX MOVIES DTH|30|6,633333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|M DEPORTES HD|265498|272662,433333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|TLC|67730|25480,033333|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|NAT GEO WILD HD|24|3,900000|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|UCL|2559|171,000000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|UNIVERSAL CHANNEL HD|53832|64203,183333|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|COMEDY CENTRAL HD|6655|4443,833333|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|USMP TV|54785|7987,366666|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|STAR LIFE|467|49,866666|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|CLOVER|66769|33846,400000|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|FOX SPORTS 2 HD|6924|3980,483333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|AMERICA TELEVISION HD|368418|3560884,883333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|TNT SERIES HD|100432|36745,083333|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|MOVISTAR EVENTOS|3210|194,950000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|FOX SPORTS 2 HD|102039|55151,333333|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|GOLPERU HD|25982|117187,150000|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|WARNER CHANNEL HD|6159|6707,583333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|DISCOVERY HD|82698|37444,100000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|RPP HD|169774|160024,616666|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|CINEMAX HD|1060|1083,183333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|DISCOVERY TURBO|68158|32752,200000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|HOMEGARDEN|39083|12839,266666|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|TCM|5787|1904,516666|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|USMP TV|33593|2400,633333|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|DISNEY CHANNEL HD|4514|2378,283333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|TCM|83818|25416,983333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|ESPN HD|305672|1279711,150000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|TNT HD|160602|201142,400000|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|DISNEY JUNIOR|4394|3004,733333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|CARTOONITO|69051|40524,666666|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|STUDIO UNIVERSAL HD|4149|2673,766666|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|HISTORY CHANNEL HD|3986|2791,183333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|ANIMAL PLANET HD|70774|23725,533333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|PARAMOUNT HD|88187|52319,583333|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|LIFETIME|52909|18353,216666|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|STUDIO UNIVERSAL|1|,700000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|WARNER CHANNEL HD|88760|97188,100000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|HISTORY 2 HD|53369|22141,750000|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|M DEPORTES HD|18353|19193,300000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|GOLTV HD|76020|18990,450000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|GOLPERU HD|379479|1726844,216666|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|CNN INTERNACIONAL|3454|506,350000|[>0]|,,,,,,,,
T1|202204|FULL|LIVE|CANAL J|52948|5580,683333|[>0]|,,,,,,,,
T1|202204|LITE|LIVE|DISCOVERY WORLD HD|2|,066666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|STAR CHANNEL|6321|5952,933333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|RPP HD|139967|124154,966666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|PARAMOUNT HD|91869|65378,083333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|NICK HD|61355|25167,366666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|FOX SPORTS 2 HD|129023|99243,216666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|ESPN 4|9455|6823,933333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|FOX SPORTS 2 HD|8356|6277,583333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|HISTORY 2 HD|56287|25235,383333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|MOVISTAR EVENTOS|2822|174,600000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|TOONCAST|3202|1021,616666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|DISCOVERY KIDS HD|69300|59380,366666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|STUDIO UNIVERSAL HD|4366|3402,933333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|FX HD|8365|8196,216666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|MOVISTAR EVENTOS 2|2658|158,966666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|FX HD|125114|121753,583333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|GOLPERU HD|374990|2089660,450000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|DISCOVERY HD|88062|46685,633333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|TELEMUNDO|64089|41535,933333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|INVEST.DISCOVERYHD|86840|60606,266666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|HOME & HEALTH HD|69405|62073,050000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|FOX SPORTS 3 HD|105958|38940,450000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|AXN HD|4620|9070,716666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|DISNEY CHANNEL HD|71344|32323,050000|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|ESPN HD|23202|115101,733333|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|STAR CHANNEL|94046|87913,866666|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|DISCOVERY KIDS HD|4498|4395,350000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|WILLAX|213542|650485,800000|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|LATINA HD|295304|1096265,433333|[>0]|,,,,,,,,
T1|202205|LITE|LIVE|DISNEY CHANNEL HD|4681|1973,666666|[>0]|,,,,,,,,
T1|202205|FULL|LIVE|CARTOON NETWORK HD|79052|59091,066666|[>0]|,,,,,,,,
